Entity,Code,Year,Life expectancy
Vanuatu,VUT,2001,67.583
Vatican,VAT,2001,70.549
Venezuela,VEN,2001,72.294
Vietnam,VNM,2001,73.228
Wallis and Futuna,WLF,2001,76.342
Western Sahara,ESH,2001,63.136
World,OWID_WRL,2001,66.57
Yemen,YEM,2001,61.216
Zambia,ZMB,2001,44.615
Zimbabwe,ZWE,2001,44.01
Afghanistan,AFG,2002,56.784
Africa,,2002,53.368
Albania,ALB,2002,74.579
Algeria,DZA,2002,71.605
American Samoa,ASM,2002,71.305
Americas,,2002,74.06140216
Andorra,AND,2002,79.468
Angola,AGO,2002,47.702
Anguilla,AIA,2002,78.578
Antigua and Barbuda,ATG,2002,74.395
Argentina,ARG,2002,73.932
Armenia,ARM,2002,72.112
Aruba,ABW,2002,73.937
Asia,,2002,68.139
Australia,AUS,2002,80.174
Austria,AUT,2002,78.791
Azerbaijan,AZE,2002,67.391
Bahamas,BHS,2002,71.977
Bahrain,BHR,2002,74.822
Bangladesh,BGD,2002,66.43
Barbados,BRB,2002,77.534
Belarus,BLR,2002,67.612
Belgium,BEL,2002,78.285
Belize,BLZ,2002,69.272
Benin,BEN,2002,56.025
Bermuda,BMU,2002,78.988
Bhutan,BTN,2002,62.728
Bolivia,BOL,2002,63.64
Bonaire Sint Eustatius and Saba,BES,2002,74.72
Bosnia and Herzegovina,BIH,2002,74.803
Botswana,BWA,2002,50.232
Brazil,BRA,2002,70.813
British Virgin Islands,VGB,2002,77.144
Brunei,BRN,2002,73.332
Bulgaria,BGR,2002,71.994
Burkina Faso,BFA,2002,51.384
Burundi,BDI,2002,50.81
Cambodia,KHM,2002,60.283
Cameroon,CMR,2002,51.536
Canada,CAN,2002,79.567
Cape Verde,CPV,2002,69.557
Cayman Islands,CYM,2002,79.739
Central African Republic,CAF,2002,44.063
Chad,TCD,2002,47.9
Channel Islands,OWID_CIS,2002,79.548
Chile,CHL,2002,76.894
China,CHN,2002,72.061
Colombia,COL,2002,73.517
Comoros,COM,2002,59.617
Congo,COG,2002,53.091
Cook Islands,COK,2002,72.161
Costa Rica,CRI,2002,77.74
Cote d'Ivoire,CIV,2002,49.475
Croatia,HRV,2002,74.972
Cuba,CUB,2002,77.105
Curacao,CUW,2002,74.92
Cyprus,CYP,2002,78.264
Czechia,CZE,2002,75.434
Democratic Republic of Congo,COD,2002,51.385
Denmark,DNK,2002,77.195
Djibouti,DJI,2002,57.235
Dominica,DMA,2002,74.655
Dominican Republic,DOM,2002,69.957
Ecuador,ECU,2002,73.371
Egypt,EGY,2002,68.961
El Salvador,SLV,2002,69.432
Equatorial Guinea,GNQ,2002,53.84
Eritrea,ERI,2002,56.5
Estonia,EST,2002,71.285
Eswatini,SWZ,2002,44.41
Ethiopia,ETH,2002,53.349
Europe,,2002,73.709
Faeroe Islands,FRO,2002,79.043
Falkland Islands,FLK,2002,78.377
Fiji,FJI,2002,66.022
Finland,FIN,2002,78.272
France,FRA,2002,79.496
French Guiana,GUF,2002,76.069
French Polynesia,PYF,2002,73.017
Gabon,GAB,2002,57.791
Gambia,GMB,2002,56.761
Georgia,GEO,2002,70.22
Germany,DEU,2002,78.502
Ghana,GHA,2002,57.425
Gibraltar,GIB,2002,76.006
Greece,GRC,2002,78.992
Greenland,GRL,2002,67
Grenada,GRD,2002,72.929
Guadeloupe,GLP,2002,77.713
Guam,GUM,2002,75.726
Guatemala,GTM,2002,68.717
Guinea,GIN,2002,51.484
Guinea-Bissau,GNB,2002,51.123
Guyana,GUY,2002,65.828
Haiti,HTI,2002,57.655
Honduras,HND,2002,71.249
Hong Kong,HKG,2002,81.291
Hungary,HUN,2002,72.347
Iceland,ISL,2002,80.466
India,IND,2002,63.304
Indonesia,IDN,2002,66.321
Iran,IRN,2002,70.921
Iraq,IRQ,2002,68.827
Ireland,IRL,2002,77.627
Isle of Man,IMN,2002,78.239
Israel,ISR,2002,79.44
Italy,ITA,2002,80.145
Jamaica,JAM,2002,74.14
Japan,JPN,2002,81.661
Jordan,JOR,2002,72.083
Kazakhstan,KAZ,2002,64.157
Kenya,KEN,2002,51.606
Kiribati,KIR,2002,63.731
Kuwait,KWT,2002,73.28
Kyrgyzstan,KGZ,2002,66.657
Laos,LAO,2002,59.937
Latin America and the Caribbean,,2002,72.103
Latvia,LVA,2002,70.429
Lebanon,LBN,2002,75.488
Lesotho,LSO,2002,44.898
Liberia,LBR,2002,52.826
Libya,LBY,2002,71.244
Liechtenstein,LIE,2002,79.43
Lithuania,LTU,2002,71.392
Luxembourg,LUX,2002,78.161
Macao,MAC,2002,80.87
Madagascar,MDG,2002,59.717
Malawi,MWI,2002,45.517
Malaysia,MYS,2002,72.976
Maldives,MDV,2002,71.708
Mali,MLI,2002,49.54
Malta,MLT,2002,79.38
Marshall Islands,MHL,2002,69.075
Martinique,MTQ,2002,78.792
Mauritania,MRT,2002,60.892
Mauritius,MUS,2002,71.806
Mayotte,MYT,2002,76.318
Mexico,MEX,2002,74.922
Micronesia (country),FSM,2002,64.888
Moldova,MDA,2002,67.362
Monaco,MCO,2002,82.337
Mongolia,MNG,2002,63.777
Montenegro,MNE,2002,73.285
Montserrat,MSR,2002,72.391
Morocco,MAR,2002,69.769
Mozambique,MOZ,2002,49.61
Myanmar,MMR,2002,60.685
Namibia,NAM,2002,50.862
Nauru,NRU,2002,59.043
Nepal,NPL,2002,63.57
Netherlands,NLD,2002,78.59
New Caledonia,NCL,2002,73.995
New Zealand,NZL,2002,78.914
Nicaragua,NIC,2002,70.308
Niger,NER,2002,51.256
Nigeria,NGA,2002,46.835
Niue,NIU,2002,70.995
North Korea,PRK,2002,66.925
North Macedonia,MKD,2002,73.642
Northern America,,2002,77.359
Northern Mariana Islands,MNP,2002,73.937
Norway,NOR,2002,79.237
Oceania,,2002,74.776
Oman,OMN,2002,73.022
Pakistan,PAK,2002,63.3
Palau,PLW,2002,68.951
Palestine,PSE,2002,71.447
Panama,PAN,2002,75.401
Papua New Guinea,PNG,2002,59.722
Paraguay,PRY,2002,71.023
Peru,PER,2002,71.882
Philippines,PHL,2002,68.88
Poland,POL,2002,74.367
Portugal,PRT,2002,77.413
Puerto Rico,PRI,2002,76.549
Qatar,QAT,2002,77.762
Reunion,REU,2002,76.68
Romania,ROU,2002,71.194
Russia,RUS,2002,65.005
Rwanda,RWA,2002,50.987
Saint Barthlemy,,2002,77.736
Saint Helena,SHN,2002,78.627
Saint Kitts and Nevis,KNA,2002,71.899
Saint Lucia,LCA,2002,73.648
Saint Martin (French part),MAF,2002,77.589
Saint Pierre and Miquelon,SPM,2002,78.974
Saint Vincent and the Grenadines,VCT,2002,70.977
Samoa,WSM,2002,69.451
San Marino,SMR,2002,82.024
Sao Tome and Principe,STP,2002,62.687
Saudi Arabia,SAU,2002,72.92
Senegal,SEN,2002,58.675
Serbia,SRB,2002,72.256
Seychelles,SYC,2002,71.466
Sierra Leone,SLE,2002,41.376
Singapore,SGP,2002,78.891
Sint Maarten (Dutch part),SXM,2002,76.104
Slovakia,SVK,2002,73.695
Slovenia,SVN,2002,76.532
Solomon Islands,SLB,2002,68.175
Somalia,SOM,2002,51.492
South Africa,ZAF,2002,54.31
South Korea,KOR,2002,76.96
South Sudan,SSD,2002,50.05
Spain,ESP,2002,79.797
Sri Lanka,LKA,2002,73.085
Sudan,SDN,2002,59.258
Suriname,SUR,2002,68.064
Sweden,SWE,2002,80.061
Switzerland,CHE,2002,80.378
Syria,SYR,2002,73.663
Taiwan,TWN,2002,76.717
Tajikistan,TJK,2002,63.653
Tanzania,TZA,2002,52.142
Thailand,THA,2002,71.089
Timor,TLS,2002,60.901
Togo,TGO,2002,53.71
Tokelau,TKL,2002,78.144
Tonga,TON,2002,69.771
Trinidad and Tobago,TTO,2002,69.903
Tunisia,TUN,2002,73.638
Turkey,TUR,2002,71.078
Turkmenistan,TKM,2002,64.101
Turks and Caicos Islands,TCA,2002,77.167
Tuvalu,TUV,2002,61.939
Uganda,UGA,2002,48.299
Ukraine,UKR,2002,67.288
United Arab Emirates,ARE,2002,74.758
United Kingdom,GBR,2002,78.268
United States,USA,2002,77.124
United States Virgin Islands,VIR,2002,76.974
Uruguay,URY,2002,75.152
Uzbekistan,UZB,2002,67.613
Vanuatu,VUT,2002,67.793
Vatican,VAT,2002,70.853
Venezuela,VEN,2002,72.466
Vietnam,VNM,2002,73.438
Wallis and Futuna,WLF,2002,76.091
Western Sahara,ESH,2002,63.646
World,OWID_WRL,2002,66.885
Yemen,YEM,2002,61.781
Zambia,ZMB,2002,45.4
Zimbabwe,ZWE,2002,43.523
Afghanistan,AFG,2003,57.271
Africa,,2003,53.827
Albania,ALB,2003,74.828
Algeria,DZA,2003,72.101
American Samoa,ASM,2003,71.439
Americas,,2003,74.29901207
Andorra,AND,2003,79.713
Angola,AGO,2003,48.44
Anguilla,AIA,2003,79.008
Antigua and Barbuda,ATG,2003,74.613
Argentina,ARG,2003,74.107
Armenia,ARM,2003,72.348
Aruba,ABW,2003,74.038
Asia,,2003,68.489
Australia,AUS,2003,80.451
Austria,AUT,2003,79.059
Azerbaijan,AZE,2003,67.791
Bahamas,BHS,2003,71.986
Bahrain,BHR,2003,74.999
Bangladesh,BGD,2003,66.886
Barbados,BRB,2003,77.682
Belarus,BLR,2003,67.809
Belgium,BEL,2003,78.509
Belize,BLZ,2003,69.511
Benin,BEN,2003,56.436
Bermuda,BMU,2003,79.273
Bhutan,BTN,2003,63.624
Bolivia,BOL,2003,64.21
Bonaire Sint Eustatius and Saba,BES,2003,74.926
Bosnia and Herzegovina,BIH,2003,74.941
Botswana,BWA,2003,50.518
Brazil,BRA,2003,71.17
British Virgin Islands,VGB,2003,77.241
Brunei,BRN,2003,73.575
Bulgaria,BGR,2003,72.237
Burkina Faso,BFA,2003,51.956
Burundi,BDI,2003,51.69
Cambodia,KHM,2003,61.241
Cameroon,CMR,2003,51.908
Canada,CAN,2003,79.793
Cape Verde,CPV,2003,69.932
Cayman Islands,CYM,2003,80.158
Central African Republic,CAF,2003,44.182
Chad,TCD,2003,48.057
Channel Islands,OWID_CIS,2003,79.795
Chile,CHL,2003,77.146
China,CHN,2003,72.381
Colombia,COL,2003,73.777
Comoros,COM,2003,59.738
Congo,COG,2003,53.817
Cook Islands,COK,2003,72.443
Costa Rica,CRI,2003,77.871
Cote d'Ivoire,CIV,2003,49.572
Croatia,HRV,2003,75.091
Cuba,CUB,2003,77.303
Curacao,CUW,2003,75.071
Cyprus,CYP,2003,78.385
Czechia,CZE,2003,75.707
Democratic Republic of Congo,COD,2003,52.144
Denmark,DNK,2003,77.439
Djibouti,DJI,2003,57.427
Dominica,DMA,2003,74.749
Dominican Republic,DOM,2003,70.227
Ecuador,ECU,2003,73.641
Egypt,EGY,2003,69.116
El Salvador,SLV,2003,69.68
Equatorial Guinea,GNQ,2003,54.064
Eritrea,ERI,2003,57.191
Estonia,EST,2003,71.728
Eswatini,SWZ,2003,43.372
Ethiopia,ETH,2003,54.211
Europe,,2003,73.924
Faeroe Islands,FRO,2003,79.159
Falkland Islands,FLK,2003,78.637
Fiji,FJI,2003,66.152
Finland,FIN,2003,78.51
France,FRA,2003,79.755
French Guiana,GUF,2003,76.471
French Polynesia,PYF,2003,73.382
Gabon,GAB,2003,57.759
Gambia,GMB,2003,57.159
Georgia,GEO,2003,70.349
Germany,DEU,2003,78.752
Ghana,GHA,2003,57.785
Gibraltar,GIB,2003,76.461
Greece,GRC,2003,79.189
Greenland,GRL,2003,67.493
Grenada,GRD,2003,73.023
Guadeloupe,GLP,2003,78.031
Guam,GUM,2003,76.065
Guatemala,GTM,2003,69.092
Guinea,GIN,2003,51.901
Guinea-Bissau,GNB,2003,51.501
Guyana,GUY,2003,66.122
Haiti,HTI,2003,57.959
Honduras,HND,2003,71.511
Hong Kong,HKG,2003,81.526
Hungary,HUN,2003,72.63
Iceland,ISL,2003,80.716
India,IND,2003,63.699
Indonesia,IDN,2003,66.631
Iran,IRN,2003,71.265
Iraq,IRQ,2003,68.636
Ireland,IRL,2003,78.035
Isle of Man,IMN,2003,78.497
Israel,ISR,2003,79.714
Italy,ITA,2003,80.428
Jamaica,JAM,2003,74.142
Japan,JPN,2003,81.883
Jordan,JOR,2003,72.256
Kazakhstan,KAZ,2003,64.525
Kenya,KEN,2003,52.41
Kiribati,KIR,2003,63.995
Kuwait,KWT,2003,73.355
Kyrgyzstan,KGZ,2003,66.792
Laos,LAO,2003,60.502
Latin America and the Caribbean,,2003,72.383
Latvia,LVA,2003,70.698
Lebanon,LBN,2003,75.969
Lesotho,LSO,2003,43.845
Liberia,LBR,2003,53.554
Libya,LBY,2003,71.466
Liechtenstein,LIE,2003,79.853
Lithuania,LTU,2003,71.527
Luxembourg,LUX,2003,78.406
Macao,MAC,2003,81.089
Madagascar,MDG,2003,60.256
Malawi,MWI,2003,46.052
Malaysia,MYS,2003,73.17
Maldives,MDV,2003,72.399
Mali,MLI,2003,50.373
Malta,MLT,2003,79.539
Marshall Islands,MHL,2003,69.374
Martinique,MTQ,2003,79.065
Mauritania,MRT,2003,61.018
Mauritius,MUS,2003,72.062
Mayotte,MYT,2003,76.626
Mexico,MEX,2003,75.118
Micronesia (country),FSM,2003,65.08
Moldova,MDA,2003,67.521
Monaco,MCO,2003,82.867
Mongolia,MNG,2003,64.23
Montenegro,MNE,2003,73.37
Montserrat,MSR,2003,72.316
Morocco,MAR,2003,70.399
Mozambique,MOZ,2003,49.889
Myanmar,MMR,2003,60.989
Namibia,NAM,2003,50.589
Nauru,NRU,2003,58.962
Nepal,NPL,2003,64.165
Netherlands,NLD,2003,78.837
New Caledonia,NCL,2003,74.221
New Zealand,NZL,2003,79.2
Nicaragua,NIC,2003,70.64
Niger,NER,2003,51.95
Nigeria,NGA,2003,47.242
Niue,NIU,2003,71.195
North Korea,PRK,2003,67.615
North Macedonia,MKD,2003,73.781
Northern America,,2003,77.539
Northern Mariana Islands,MNP,2003,73.965
Norway,NOR,2003,79.474
Oceania,,2003,75.048
Oman,OMN,2003,73.447
Pakistan,PAK,2003,63.522
Palau,PLW,2003,69.271
Palestine,PSE,2003,71.648
Panama,PAN,2003,75.565
Papua New Guinea,PNG,2003,59.974
Paraguay,PRY,2003,71.249
Peru,PER,2003,72.24
Philippines,PHL,2003,68.937
Poland,POL,2003,74.644
Portugal,PRT,2003,77.759
Puerto Rico,PRI,2003,76.871
Qatar,QAT,2003,77.919
Reunion,REU,2003,76.97
Romania,ROU,2003,71.561
Russia,RUS,2003,65.131
Rwanda,RWA,2003,52.178
Saint Barthlemy,,2003,78.043
Saint Helena,SHN,2003,78.782
Saint Kitts and Nevis,KNA,2003,72.366
Saint Lucia,LCA,2003,73.808
Saint Martin (French part),MAF,2003,77.9
Saint Pierre and Miquelon,SPM,2003,79.044
Saint Vincent and the Grenadines,VCT,2003,71.087
Samoa,WSM,2003,69.781
San Marino,SMR,2003,82.189
Sao Tome and Principe,STP,2003,63.359
Saudi Arabia,SAU,2003,73.051
Senegal,SEN,2003,59.259
Serbia,SRB,2003,72.409
Seychelles,SYC,2003,71.673
Sierra Leone,SLE,2003,42.419
Singapore,SGP,2003,79.372
Sint Maarten (Dutch part),SXM,2003,76.288
Slovakia,SVK,2003,73.886
Slovenia,SVN,2003,76.866
Solomon Islands,SLB,2003,68.518
Somalia,SOM,2003,51.762
South Africa,ZAF,2003,53.749
South Korea,KOR,2003,77.426
South Sudan,SSD,2003,50.55
Spain,ESP,2003,80.041
Sri Lanka,LKA,2003,73.799
Sudan,SDN,2003,59.67
Suriname,SUR,2003,68.28
Sweden,SWE,2003,80.234
Switzerland,CHE,2003,80.641
Syria,SYR,2003,73.967
Taiwan,TWN,2003,77.039
Tajikistan,TJK,2003,64.496
Tanzania,TZA,2003,52.866
Thailand,THA,2003,71.389
Timor,TLS,2003,61.888
Togo,TGO,2003,53.938
Tokelau,TKL,2003,78.304
Tonga,TON,2003,69.803
Trinidad and Tobago,TTO,2003,70.164
Tunisia,TUN,2003,73.842
Turkey,TUR,2003,71.559
Turkmenistan,TKM,2003,64.386
Turks and Caicos Islands,TCA,2003,77.33
Tuvalu,TUV,2003,62.138
Uganda,UGA,2003,49.421
Ukraine,UKR,2003,67.317
United Arab Emirates,ARE,2003,74.968
United Kingdom,GBR,2003,78.529
United States,USA,2003,77.299
United States Virgin Islands,VIR,2003,77.124
Uruguay,URY,2003,75.373
Uzbekistan,UZB,2003,67.868
Vanuatu,VUT,2003,67.99
Vatican,VAT,2003,71.148
Venezuela,VEN,2003,72.618
Vietnam,VNM,2003,73.654
Wallis and Futuna,WLF,2003,75.963
Western Sahara,ESH,2003,64.143
World,OWID_WRL,2003,67.22
Yemen,YEM,2003,62.358
Zambia,ZMB,2003,46.322
Zimbabwe,ZWE,2003,43.195
Afghanistan,AFG,2004,57.772
Africa,,2004,54.367
Albania,ALB,2004,75.039
Algeria,DZA,2004,72.594
American Samoa,ASM,2004,71.624
Americas,,2004,74.53184348
Andorra,AND,2004,79.919
Angola,AGO,2004,49.263
Anguilla,AIA,2004,79.414
Antigua and Barbuda,ATG,2004,74.821
Argentina,ARG,2004,74.28
Armenia,ARM,2004,72.513
Aruba,ABW,2004,74.156
Asia,,2004,68.835
Australia,AUS,2004,80.711
Austria,AUT,2004,79.318
Azerbaijan,AZE,2004,68.249
Bahamas,BHS,2004,71.988
Bahrain,BHR,2004,75.167
Bangladesh,BGD,2004,67.331
Barbados,BRB,2004,77.808
Belarus,BLR,2004,68.044
Belgium,BEL,2004,78.74
Belize,BLZ,2004,69.749
Benin,BEN,2004,56.887
Bermuda,BMU,2004,79.56
Bhutan,BTN,2004,64.483
Bolivia,BOL,2004,64.766
Bonaire Sint Eustatius and Saba,BES,2004,75.158
Bosnia and Herzegovina,BIH,2004,75.068
Botswana,BWA,2004,51.15
Brazil,BRA,2004,71.531
British Virgin Islands,VGB,2004,77.312
Brunei,BRN,2004,73.801
Bulgaria,BGR,2004,72.463
Burkina Faso,BFA,2004,52.602
Burundi,BDI,2004,52.547
Cambodia,KHM,2004,62.186
Cameroon,CMR,2004,52.321
Canada,CAN,2004,80.015
Cape Verde,CPV,2004,70.219
Cayman Islands,CYM,2004,80.587
Central African Republic,CAF,2004,44.413
Chad,TCD,2004,48.27
Channel Islands,OWID_CIS,2004,80.045
Chile,CHL,2004,77.391
China,CHN,2004,72.689
Colombia,COL,2004,74.026
Comoros,COM,2004,59.904
Congo,COG,2004,54.667
Cook Islands,COK,2004,72.722
Costa Rica,CRI,2004,77.996
Cote d'Ivoire,CIV,2004,49.788
Croatia,HRV,2004,75.247
Cuba,CUB,2004,77.499
Curacao,CUW,2004,75.25
Cyprus,CYP,2004,78.506
Czechia,CZE,2004,75.987
Democratic Republic of Congo,COD,2004,52.917
Denmark,DNK,2004,77.684
Djibouti,DJI,2004,57.682
Dominica,DMA,2004,74.82
Dominican Republic,DOM,2004,70.499
Ecuador,ECU,2004,73.887
Egypt,EGY,2004,69.271
El Salvador,SLV,2004,69.908
Equatorial Guinea,GNQ,2004,54.263
Eritrea,ERI,2004,57.932
Estonia,EST,2004,72.169
Eswatini,SWZ,2004,42.731
Ethiopia,ETH,2004,55.174
Europe,,2004,74.173
Faeroe Islands,FRO,2004,79.221
Falkland Islands,FLK,2004,78.891
Fiji,FJI,2004,66.247
Finland,FIN,2004,78.745
France,FRA,2004,80.021
French Guiana,GUF,2004,76.858
French Polynesia,PYF,2004,73.751
Gabon,GAB,2004,57.885
Gambia,GMB,2004,57.553
Georgia,GEO,2004,70.451
Germany,DEU,2004,78.993
Ghana,GHA,2004,58.225
Gibraltar,GIB,2004,76.949
Greece,GRC,2004,79.378
Greenland,GRL,2004,67.978
Grenada,GRD,2004,73.088
Guadeloupe,GLP,2004,78.345
Guam,GUM,2004,76.387
Guatemala,GTM,2004,69.437
Guinea,GIN,2004,52.499
Guinea-Bissau,GNB,2004,51.883
Guyana,GUY,2004,66.412
Haiti,HTI,2004,58.292
Honduras,HND,2004,71.77
Hong Kong,HKG,2004,81.746
Hungary,HUN,2004,72.896
Iceland,ISL,2004,80.927
India,IND,2004,64.095
Indonesia,IDN,2004,66.969
Iran,IRN,2004,71.592
Iraq,IRQ,2004,68.437
Ireland,IRL,2004,78.439
Isle of Man,IMN,2004,78.759
Israel,ISR,2004,79.992
Italy,ITA,2004,80.698
Jamaica,JAM,2004,74.146
Japan,JPN,2004,82.087
Jordan,JOR,2004,72.427
Kazakhstan,KAZ,2004,64.876
Kenya,KEN,2004,53.475
Kiribati,KIR,2004,64.242
Kuwait,KWT,2004,73.439
Kyrgyzstan,KGZ,2004,66.912
Laos,LAO,2004,61.065
Latin America and the Caribbean,,2004,72.648
Latvia,LVA,2004,70.917
Lebanon,LBN,2004,76.432
Lesotho,LSO,2004,43.083
Liberia,LBR,2004,54.422
Libya,LBY,2004,71.693
Liechtenstein,LIE,2004,80.256
Lithuania,LTU,2004,71.619
Luxembourg,LUX,2004,78.645
Macao,MAC,2004,81.304
Madagascar,MDG,2004,60.752
Malawi,MWI,2004,46.823
Malaysia,MYS,2004,73.364
Maldives,MDV,2004,73.034
Mali,MLI,2004,51.224
Malta,MLT,2004,79.697
Marshall Islands,MHL,2004,69.668
Martinique,MTQ,2004,79.321
Mauritania,MRT,2004,61.17
Mauritius,MUS,2004,72.272
Mayotte,MYT,2004,76.929
Mexico,MEX,2004,75.243
Micronesia (country),FSM,2004,65.282
Moldova,MDA,2004,67.665
Monaco,MCO,2004,83.253
Mongolia,MNG,2004,64.671
Montenegro,MNE,2004,73.486
Montserrat,MSR,2004,72.282
Morocco,MAR,2004,71.067
Mozambique,MOZ,2004,50.143
Myanmar,MMR,2004,61.294
Namibia,NAM,2004,50.6
Nauru,NRU,2004,58.811
Nepal,NPL,2004,64.729
Netherlands,NLD,2004,79.11
New Caledonia,NCL,2004,74.44
New Zealand,NZL,2004,79.474
Nicaragua,NIC,2004,70.933
Niger,NER,2004,52.668
Nigeria,NGA,2004,47.72
Niue,NIU,2004,71.396
North Korea,PRK,2004,68.102
North Macedonia,MKD,2004,73.892
Northern America,,2004,77.73
Northern Mariana Islands,MNP,2004,73.962
Norway,NOR,2004,79.72
Oceania,,2004,75.321
Oman,OMN,2004,73.851
Pakistan,PAK,2004,63.736
Palau,PLW,2004,69.592
Palestine,PSE,2004,71.842
Panama,PAN,2004,75.728
Papua New Guinea,PNG,2004,60.245
Paraguay,PRY,2004,71.464
Peru,PER,2004,72.581
Philippines,PHL,2004,69.013
Poland,POL,2004,74.884
Portugal,PRT,2004,78.107
Puerto Rico,PRI,2004,77.16
Qatar,QAT,2004,78.083
Reunion,REU,2004,77.253
Romania,ROU,2004,71.917
Russia,RUS,2004,65.38
Rwanda,RWA,2004,53.595
Saint Barthlemy,,2004,78.345
Saint Helena,SHN,2004,78.915
Saint Kitts and Nevis,KNA,2004,72.758
Saint Lucia,LCA,2004,73.966
Saint Martin (French part),MAF,2004,78.206
Saint Pierre and Miquelon,SPM,2004,79.136
Saint Vincent and the Grenadines,VCT,2004,71.208
Samoa,WSM,2004,70.089
San Marino,SMR,2004,82.322
Sao Tome and Principe,STP,2004,64.02
Saudi Arabia,SAU,2004,73.159
Senegal,SEN,2004,59.912
Serbia,SRB,2004,72.592
Seychelles,SYC,2004,71.887
Sierra Leone,SLE,2004,43.467
Singapore,SGP,2004,79.839
Sint Maarten (Dutch part),SXM,2004,76.485
Slovakia,SVK,2004,74.074
Slovenia,SVN,2004,77.22
Solomon Islands,SLB,2004,68.845
Somalia,SOM,2004,52.043
South Africa,ZAF,2004,53.444
South Korea,KOR,2004,77.892
South Sudan,SSD,2004,51.095
Spain,ESP,2004,80.293
Sri Lanka,LKA,2004,74.337
Sudan,SDN,2004,60.092
Suriname,SUR,2004,68.555
Sweden,SWE,2004,80.411
Switzerland,CHE,2004,80.905
Syria,SYR,2004,74.25
Taiwan,TWN,2004,77.339
Tajikistan,TJK,2004,65.314
Tanzania,TZA,2004,53.602
Thailand,THA,2004,71.728
Timor,TLS,2004,62.893
Togo,TGO,2004,54.234
Tokelau,TKL,2004,78.468
Tonga,TON,2004,69.822
Trinidad and Tobago,TTO,2004,70.428
Tunisia,TUN,2004,74.034
Turkey,TUR,2004,72.004
Turkmenistan,TKM,2004,64.693
Turks and Caicos Islands,TCA,2004,77.556
Tuvalu,TUV,2004,62.391
Uganda,UGA,2004,50.554
Ukraine,UKR,2004,67.361
United Arab Emirates,ARE,2004,75.174
United Kingdom,GBR,2004,78.79
United States,USA,2004,77.486
United States Virgin Islands,VIR,2004,77.267
Uruguay,URY,2004,75.599
Uzbekistan,UZB,2004,68.135
Vanuatu,VUT,2004,68.176
Vatican,VAT,2004,71.437
Venezuela,VEN,2004,72.746
Vietnam,VNM,2004,73.875
Wallis and Futuna,WLF,2004,75.986
Western Sahara,ESH,2004,64.625
World,OWID_WRL,2004,67.572
Yemen,YEM,2004,62.931
Zambia,ZMB,2004,47.354
Zimbabwe,ZWE,2004,43.065
Afghanistan,AFG,2005,58.29
Africa,,2005,54.982
Albania,ALB,2005,75.228
Algeria,DZA,2005,73.072
American Samoa,ASM,2005,71.853
Americas,,2005,74.75972955
Andorra,AND,2005,80.103
Angola,AGO,2005,50.165
Anguilla,AIA,2005,79.782
Antigua and Barbuda,ATG,2005,75.019
Argentina,ARG,2005,74.451
Armenia,ARM,2005,72.626
Aruba,ABW,2005,74.287
Asia,,2005,69.179
Australia,AUS,2005,80.952
Austria,AUT,2005,79.567
Azerbaijan,AZE,2005,68.747
Bahamas,BHS,2005,71.987
Bahrain,BHR,2005,75.326
Bangladesh,BGD,2005,67.773
Barbados,BRB,2005,77.915
Belarus,BLR,2005,68.327
Belgium,BEL,2005,78.975
Belize,BLZ,2005,69.998
Benin,BEN,2005,57.355
Bermuda,BMU,2005,79.847
Bhutan,BTN,2005,65.289
Bolivia,BOL,2005,65.312
Bonaire Sint Eustatius and Saba,BES,2005,75.402
Bosnia and Herzegovina,BIH,2005,75.198
Botswana,BWA,2005,52.13
Brazil,BRA,2005,71.896
British Virgin Islands,VGB,2005,77.368
Brunei,BRN,2005,74.006
Bulgaria,BGR,2005,72.673
Burkina Faso,BFA,2005,53.31
Burundi,BDI,2005,53.369
Cambodia,KHM,2005,63.088
Cameroon,CMR,2005,52.76
Canada,CAN,2005,80.235
Cape Verde,CPV,2005,70.424
Cayman Islands,CYM,2005,81.009
Central African Republic,CAF,2005,44.744
Chad,TCD,2005,48.549
Channel Islands,OWID_CIS,2005,80.298
Chile,CHL,2005,77.63
China,CHN,2005,72.985
Colombia,COL,2005,74.265
Comoros,COM,2005,60.126
Congo,COG,2005,55.6
Cook Islands,COK,2005,72.996
Costa Rica,CRI,2005,78.117
Cote d'Ivoire,CIV,2005,50.12
Croatia,HRV,2005,75.447
Cuba,CUB,2005,77.688
Curacao,CUW,2005,75.463
Cyprus,CYP,2005,78.63
Czechia,CZE,2005,76.272
Democratic Republic of Congo,COD,2005,53.675
Denmark,DNK,2005,77.936
Djibouti,DJI,2005,57.991
Dominica,DMA,2005,74.853
Dominican Republic,DOM,2005,70.771
Ecuador,ECU,2005,74.112
Egypt,EGY,2005,69.434
El Salvador,SLV,2005,70.124
Equatorial Guinea,GNQ,2005,54.449
Eritrea,ERI,2005,58.707
Estonia,EST,2005,72.62
Eswatini,SWZ,2005,42.518
Ethiopia,ETH,2005,56.223
Europe,,2005,74.457
Faeroe Islands,FRO,2005,79.245
Falkland Islands,FLK,2005,79.135
Fiji,FJI,2005,66.313
Finland,FIN,2005,78.977
France,FRA,2005,80.291
French Guiana,GUF,2005,77.226
French Polynesia,PYF,2005,74.116
Gabon,GAB,2005,58.181
Gambia,GMB,2005,57.939
Georgia,GEO,2005,70.538
Germany,DEU,2005,79.222
Ghana,GHA,2005,58.719
