ESRI_OID,workplace_code,workplace_name,activity_evrk2,municipality,county,employees,immunised_percent,percentile_1,percentile_2,as_of_date
19359,305596169,MB Zuikis kepa,561000,Kauno m. sav.,Kauno apskr.,10,90-100%,44,46,2022-03-20
19360,305596219,"UAB ""Dextall LT""",711200,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
19361,305596475,"MB ""Evgrupus""",532000,Vilniaus m. sav.,Vilniaus apskr.,35,90-100%,44,45,2022-03-20
19362,305596596,"UAB ""Trobos""",631200,Vilniaus m. sav.,Vilniaus apskr.,25,90-100%,100,100,2022-03-20
19363,305596888,"VšĮ ""Vivus Senior""",881000,Klaipėdos m. sav.,Klaipėdos apskr.,25,80-89%,32,33,2022-03-20
19364,305597075,MB Aukštaitijos švaros centras,812100,Panevėžio m. sav.,Panevėžio apskr.,10,80-89%,29,30,2022-03-20
19365,305598056,"UAB ""Baltė""",162300,Panevėžio m. sav.,Panevėžio apskr.,10,80-89%,29,30,2022-03-20
19366,305598330,Chronosphere Lithuania UAB,620100,Vilniaus m. sav.,Vilniaus apskr.,15,90-100%,100,100,2022-03-20
19367,305598501,"UAB ""Ventos ranga""",412000,Akmenės r. sav.,Šiaulių apskr.,145,60-69%,16,17,2022-03-20
19368,305598565,"UAB ""GO vienas""",477100,Širvintų r. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
19369,305598608,Viešoji įstaiga Transporto kompetencijų agentūra,841300,Kauno m. sav.,Kauno apskr.,95,90-100%,48,49,2022-03-20
19370,305599375,DiPocket UAB,649900,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,43,44,2022-03-20
19371,305599756,"UAB ""Bartuna""",494100,Alytaus m. sav.,Alytaus apskr.,10,10-19%,1,1,2022-03-20
19372,305600272,"MB ""ASVISI""",494100,Kauno m. sav.,Kauno apskr.,10,60-69%,17,18,2022-03-20
19373,305600386,"UAB ""Amber Gaming""",920020,Vilniaus m. sav.,Vilniaus apskr.,30,90-100%,100,100,2022-03-20
19374,305600607,"Skin Olympus Clinic, UAB",862200,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,,2022-03-20
19375,305600863,Viešoji įstaiga Uogų slėnio mokymosykla,853100,Vilniaus r. sav.,Vilniaus apskr.,20,90-100%,100,100,2022-03-20
19376,305602679,Safe Connect UAB,661900,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,43,44,2022-03-20
19377,305602825,Akmenės rajono meno mokykla,855200,Akmenės r. sav.,Šiaulių apskr.,40,90-100%,80,82,2022-03-20
19378,305603158,"UAB ""Kaducėjus Cargo""",494100,Klaipėdos m. sav.,Klaipėdos apskr.,35,90-100%,45,46,2022-03-20
19379,305603261,"Podimo Lithuania, UAB",639900,Vilniaus m. sav.,Vilniaus apskr.,30,90-100%,100,100,2022-03-20
19380,305603375,"Danalvydas, UAB",412000,Rietavo sav.,Telšių apskr.,10,90-100%,100,100,2022-03-20
19381,305603382,"MB ""shopbysiegel.com""",477500,Klaipėdos m. sav.,Klaipėdos apskr.,15,90-100%,100,100,2022-03-20
19382,305604096,"UAB ""D-Pizza LT""",561000,Vilniaus m. sav.,Vilniaus apskr.,135,90-100%,54,56,2022-03-20
19383,305604121,"UAB ""Miltuoti pirštai""",562100,Kauno m. sav.,Kauno apskr.,30,90-100%,100,100,2022-03-20
19384,305604185,"UAB ""Donelaičio""",561000,Kauno m. sav.,Kauno apskr.,20,90-100%,62,64,2022-03-20
19385,305605216,"UAB ""Stiebelis""",433200,Vilniaus m. sav.,Vilniaus apskr.,30,90-100%,100,100,2022-03-20
19386,305607530,Vilniaus Gabijos gimnazija,853120,Vilniaus m. sav.,Vilniaus apskr.,85,90-100%,100,100,2022-03-20
19387,305607594,Vilniaus Gabijos progimnazija,853110,Vilniaus m. sav.,Vilniaus apskr.,105,90-100%,94,96,2022-03-20
19388,305608792,MobilePay A/S Lietuvos filialas,620100,Vilniaus m. sav.,Vilniaus apskr.,105,90-100%,74,77,2022-03-20
19389,305608949,UAB VZM,494100,Vilniaus m. sav.,Vilniaus apskr.,10,0-9%,1,1,2022-03-20
19390,305609175,"Dažų kodas, MB",433900,Vilniaus m. sav.,Vilniaus apskr.,55,50-59%,13,14,2022-03-20
19391,305610551,UAB Ordoline,325000,Vilniaus m. sav.,Vilniaus apskr.,55,90-100%,100,100,2022-03-20
19392,305610658,MB Scandiva,782000,Klaipėdos r. sav.,Klaipėdos apskr.,10,50-59%,14,14,2022-03-20
19393,305610964,"Uždaroji akcinė bendrovė ""VMG Akmenės baldai""",310900,Klaipėdos m. sav.,Klaipėdos apskr.,15,90-100%,100,100,2022-03-20
19394,305611009,"UAB ""Novus group""",222100,Vilniaus r. sav.,Vilniaus apskr.,15,90-100%,55,57,2022-03-20
19395,305612506,"UAB ""Preftek""",331200,Kauno m. sav.,Kauno apskr.,15,90-100%,50,52,2022-03-20
19396,305612545,Uždaroji akcinė bendrovė Valstybės investicijų valdymo agentūra,841300,Vilniaus m. sav.,Vilniaus apskr.,20,90-100%,63,65,2022-03-20
19397,305613184,"UAB ""Vokana""",471900,Kauno m. sav.,Kauno apskr.,15,90-100%,50,52,2022-03-20
19398,305613483,"UAB ""Karlora""",479100,Klaipėdos r. sav.,Klaipėdos apskr.,50,90-100%,46,47,2022-03-20
19399,305613992,Švenčionių r. Švenčionėlių Karaliaus Mindaugo gimnazija,853120,Švenčionių r. sav.,Vilniaus apskr.,90,90-100%,56,58,2022-03-20
19400,305615235,Cogitandi UAB,692000,Kauno m. sav.,Kauno apskr.,10,80-89%,33,34,2022-03-20
19401,305615915,Šiaulių r. Kuršėnų lopšelis-darželis,851010,Šiaulių r. sav.,Šiaulių apskr.,50,90-100%,84,86,2022-03-20
19402,305616419,Naujosios Akmenės ikimokyklinio ugdymo mokykla,851010,Akmenės r. sav.,Šiaulių apskr.,85,90-100%,60,62,2022-03-20
19403,305616433,Šiaulių r. Dubysos aukštupio mokykla,853110,Šiaulių r. sav.,Šiaulių apskr.,105,90-100%,94,96,2022-03-20
19404,305616472,JŪRINIO SEKTORIAUS DARBUOTOJŲ RENGIMO CENTRAS,853200,Klaipėdos m. sav.,Klaipėdos apskr.,100,90-100%,74,76,2022-03-20
19405,305616878,Ignalinos rajono kultūros centras,900400,Ignalinos r. sav.,Utenos apskr.,40,90-100%,49,50,2022-03-20
19406,305616903,Ignalinos rajono švietimo ir sporto paslaugų centras,855100,Ignalinos r. sav.,Utenos apskr.,30,90-100%,100,100,2022-03-20
19407,305617026,Tauragės meno mokykla,855200,Tauragės r. sav.,Tauragės apskr.,65,90-100%,73,75,2022-03-20
19408,305617040,UAB Softeta,620100,Vilniaus m. sav.,Vilniaus apskr.,35,90-100%,76,78,2022-03-20
19409,305617567,Kaišiadorių rajono švietimo ir sporto paslaugų centras,855100,Kaišiadorių r. sav.,Kauno apskr.,70,90-100%,90,92,2022-03-20
19410,305617688,"UAB ""Quasar Analytics""",631200,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,40,42,2022-03-20
19411,305618516,UAB Responsum,702200,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
19412,305620054,"UAB ""Griausmas""",412000,Kauno m. sav.,Kauno apskr.,50,70-79%,26,27,2022-03-20
19413,305620410,"UAB ""Transporto infrastruktūros statyba""",421100,Kauno m. sav.,Kauno apskr.,30,90-100%,41,42,2022-03-20
19414,305620606,"UAB ""Valymo projektai Šiauliai""",812100,Šiaulių m. sav.,Šiaulių apskr.,60,80-89%,35,36,2022-03-20
19415,305620734,"UAB ""Valymo projektai Vilnius 3""",812100,Vilniaus m. sav.,Vilniaus apskr.,75,70-79%,27,27,2022-03-20
19416,305620990,"UAB ""Valymo projektai Vilnius 1""",812100,Vilniaus m. sav.,Vilniaus apskr.,105,80-89%,29,30,2022-03-20
19417,305621156,"UAB ""Valymo projektai Klaipėda""",812100,Vilniaus m. sav.,Vilniaus apskr.,95,70-79%,26,27,2022-03-20
19418,305621163,"UAB ""Valymo projektai Kaunas""",812100,Vilniaus m. sav.,Vilniaus apskr.,45,70-79%,24,25,2022-03-20
19419,305621220,"UAB ""Valymo projektai Vilnius 4""",812100,Vilniaus m. sav.,Vilniaus apskr.,80,80-89%,34,35,2022-03-20
19420,305621334,"UAB ""Valymo projektai Vilnius 2""",812100,Vilniaus m. sav.,Vilniaus apskr.,30,70-79%,25,26,2022-03-20
19421,305621423,UAB dHealthIQ,620100,Kauno m. sav.,Kauno apskr.,10,90-100%,100,100,2022-03-20
19422,305622137,"UAB ""Foodlevel""",463800,Vilniaus m. sav.,Vilniaus apskr.,40,90-100%,61,63,2022-03-20
19423,305623100,"UAB ""RENETASLT""",462100,Marijampolės sav.,Marijampolės apskr.,10,90-100%,100,100,2022-03-20
19424,305623132,UAB AeroClass,856000,Vilniaus m. sav.,Vilniaus apskr.,20,90-100%,61,63,2022-03-20
19425,305623157,"UAB ""Vandera""",463900,Panevėžio m. sav.,Panevėžio apskr.,10,10-19%,1,1,2022-03-20
19426,305623844,"MB ""Va group""",561000,Telšių r. sav.,Telšių apskr.,10,90-100%,40,42,2022-03-20
19427,305624095,"MB ""Viqa""",151200,Vilniaus r. sav.,Vilniaus apskr.,15,90-100%,55,57,2022-03-20
19428,305624355,"UAB ""FITSOUT trading""",464700,Vilniaus m. sav.,Vilniaus apskr.,25,90-100%,67,69,2022-03-20
19429,305625261,"UAB ""SME Finance Leasing""",641900,Vilniaus m. sav.,Vilniaus apskr.,15,90-100%,100,100,2022-03-20
19430,305625329,"GODEL TECHNOLOGIES EUROPE, UAB",620100,Vilniaus m. sav.,Vilniaus apskr.,20,80-89%,34,35,2022-03-20
19431,305625336,UAB Mainlink,620100,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
19432,305625546,UAB SMMC,432100,Vilniaus m. sav.,Vilniaus apskr.,15,70-79%,22,23,2022-03-20
19433,305626096,"UAB ""HB school Vilnius""",851010,Vilniaus m. sav.,Vilniaus apskr.,10,70-79%,25,26,2022-03-20
19434,305626541,Curve Europe UAB,461900,Vilniaus m. sav.,Vilniaus apskr.,15,90-100%,52,54,2022-03-20
19435,305627643,"AZETA VAISTINĖ, UAB",477300,Vilniaus m. sav.,Vilniaus apskr.,25,90-100%,100,100,2022-03-20
19436,305628389,Kaišiadorių pedagoginė psichologinė tarnyba,856000,Kaišiadorių r. sav.,Kauno apskr.,10,90-100%,43,44,2022-03-20
19437,305628581,"UAB ""Nordvus invest""",771100,Kauno r. sav.,Kauno apskr.,25,90-100%,67,69,2022-03-20
19438,305629256,Viešoji įstaiga Visagino edukacijų centras,855900,Visagino sav.,Utenos apskr.,25,90-100%,100,100,2022-03-20
19439,305629270,"UAB ""Top transporte""",494100,Kauno m. sav.,Kauno apskr.,25,90-100%,45,47,2022-03-20
19440,305629352,UAB eDOW,451100,Vilniaus m. sav.,Vilniaus apskr.,15,90-100%,100,100,2022-03-20
19441,305629434,MB Paragis,433900,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,49,50,2022-03-20
19442,305629466,"UAB ""Ryzas logistics""",522900,Kauno m. sav.,Kauno apskr.,10,30-39%,5,6,2022-03-20
19443,305629740,"UAB ""Creada""",692000,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,40,42,2022-03-20
19444,305630080,"UAB ""Depeche coffee""",561000,Vilniaus r. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
19445,305630696,"MB ""Freskofiorito.com""",479100,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,46,48,2022-03-20
19446,305630792,"UAB ""Darseda""",432100,Kauno m. sav.,Kauno apskr.,20,70-79%,24,25,2022-03-20
19447,305630963,"SBL Operations, UAB",821100,Vilniaus m. sav.,Vilniaus apskr.,60,90-100%,87,89,2022-03-20
19448,305631442,HGFS UAB,692010,Kauno r. sav.,Kauno apskr.,95,90-100%,71,74,2022-03-20
19449,305631467,"UAB ""SG 20 group""",139200,Vilniaus m. sav.,Vilniaus apskr.,35,90-100%,46,47,2022-03-20
19450,305631595,"MB ""Stabilus darbas""",412000,Kėdainių r. sav.,Kauno apskr.,15,70-79%,23,24,2022-03-20
19451,305631638,"UAB ""Alvitan""",,Kauno m. sav.,Kauno apskr.,90,90-100%,41,,2022-03-20
19452,305632124,Visagino kūrybos ir menų akademija,855200,Visagino sav.,Utenos apskr.,95,90-100%,94,95,2022-03-20
19453,305632551,"UAB ""Home Group Lithuania""",310900,Klaipėdos m. sav.,Klaipėdos apskr.,30,90-100%,74,76,2022-03-20
19454,305632601,"Profital, UAB",692000,Klaipėdos m. sav.,Klaipėdos apskr.,25,60-69%,15,16,2022-03-20
19455,305634794,DexCom Lithuania UAB,829900,Vilniaus m. sav.,Vilniaus apskr.,180,90-100%,53,55,2022-03-20
19456,305635063,"Uždaroji akcinė bendrovė ""VMGcorp""",701000,Vilniaus m. sav.,Vilniaus apskr.,140,90-100%,74,77,2022-03-20
19457,305635451,"Licėjus ""SOKRATUS"", VšĮ",853100,Vilniaus m. sav.,Vilniaus apskr.,25,90-100%,100,100,2022-03-20
19458,305636432,"MB ""Audensa""",692000,Vilniaus m. sav.,Vilniaus apskr.,30,90-100%,50,52,2022-03-20
19459,305636838,"UAB ""Akmenės sveikatos centras""",862100,Kauno m. sav.,Kauno apskr.,55,90-100%,100,,2022-03-20
19460,305638198,"UAB ""Ulesta""",433900,Alytaus r. sav.,Alytaus apskr.,10,70-79%,24,25,2022-03-20
19461,305638604,"UAB ""Vilniaus skuba""",453100,Vilniaus m. sav.,Vilniaus apskr.,115,90-100%,87,89,2022-03-20
19462,305639229,"UAB ""AV siunta""",532000,Šilalės r. sav.,Tauragės apskr.,10,90-100%,100,100,2022-03-20
19463,305639389,UAB SPEC Statybos,412000,Vilniaus m. sav.,Vilniaus apskr.,15,60-69%,18,19,2022-03-20
19464,305639492,"UAB ""Anrolsa""",433900,Vilniaus m. sav.,Vilniaus apskr.,10,40-49%,9,9,2022-03-20
19465,305640078,"UAB ""TRE Baltics""",711220,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
19466,305641155,"UAB ""Vintarus""",433900,Vilniaus m. sav.,Vilniaus apskr.,15,10-19%,1,2,2022-03-20
19467,305641340,"UAB ""Trc technologijos""",620100,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,40,42,2022-03-20
19468,305642143,UAB GS-servisas,412000,Vilniaus r. sav.,Vilniaus apskr.,15,90-100%,100,100,2022-03-20
19469,305642392,"UAB ""Enleta""",855900,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
19470,305642780,UAB CYBERX LT,932900,Klaipėdos m. sav.,Klaipėdos apskr.,10,90-100%,100,100,2022-03-20
19471,305643448,SPV-48 UAB,620100,Vilniaus m. sav.,Vilniaus apskr.,425,70-79%,25,26,2022-03-20
19472,305643868,CORAL TRAVEL Lithuania UAB,791100,Vilniaus m. sav.,Vilniaus apskr.,30,90-100%,42,43,2022-03-20
19473,305643957,"UAB ""Turdema""",522920,Vilniaus m. sav.,Vilniaus apskr.,10,20-29%,2,2,2022-03-20
19474,305645157,"MB ""Žydrūno projektų sprendimai""",412000,Kėdainių r. sav.,Kauno apskr.,10,80-89%,27,28,2022-03-20
19475,305645328,"10 Speed, UAB",620100,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,44,46,2022-03-20
19476,305645602,"UAB ""Ignika servisas""",,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,40,,2022-03-20
19477,305646184,UAB Jotrungės prekyba,471100,Jonavos r. sav.,Kauno apskr.,75,90-100%,90,93,2022-03-20
19478,305646647,"Provectus redivivus, UAB",383200,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,43,44,2022-03-20
19479,305647005,"UAB ""Flo Health LTU""",620100,Vilniaus m. sav.,Vilniaus apskr.,80,70-79%,23,24,2022-03-20
19480,305648139,"UAB ""Htf group""",412000,Ukmergės r. sav.,Vilniaus apskr.,20,20-29%,2,2,2022-03-20
19481,305648452,"UAB ""Standart Impressa""",181200,Vilniaus m. sav.,Vilniaus apskr.,145,90-100%,83,85,2022-03-20
19482,305649006,MB DAFS,433900,Šiaulių m. sav.,Šiaulių apskr.,10,60-69%,17,18,2022-03-20
19483,305649127,UAB Garant Business Solutions,692000,Klaipėdos m. sav.,Klaipėdos apskr.,10,90-100%,100,100,2022-03-20
19484,305649383,MUFG Investor Services FinTech Limited Lithuania atstovybė,691000,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,40,42,2022-03-20
19485,305650268,UAB EFS Europe,639900,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
19486,305650656,"MB ""Emilija Tim""",412000,Klaipėdos m. sav.,Klaipėdos apskr.,10,50-59%,11,11,2022-03-20
19487,305651078,"Softeq Development, UAB",582900,Vilniaus m. sav.,Vilniaus apskr.,40,70-79%,26,27,2022-03-20
19488,305651338,UAB Express PRO D5,452000,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
19489,305651427,MB Leičių bravoras,110500,Vilniaus m. sav.,Vilniaus apskr.,15,90-100%,55,57,2022-03-20
19490,305651434,"VšĮ ""Dalinu gerumą""",881000,Kauno m. sav.,Kauno apskr.,15,90-100%,100,100,2022-03-20
19491,305651690,"UAB ""Light Forms""",274000,Šiaulių m. sav.,Šiaulių apskr.,30,90-100%,72,74,2022-03-20
19492,305651861,"MB ""Gastromanai""",561000,Vilniaus m. sav.,Vilniaus apskr.,10,80-89%,33,34,2022-03-20
19493,305652034,"UAB ""Specific-Group Lithuania""",620900,Vilniaus m. sav.,Vilniaus apskr.,10,80-89%,32,33,2022-03-20
19494,305652251,Aike Logistics OU atstovybė,702200,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
19495,305652625,UAB Luftas,432200,Vilniaus m. sav.,Vilniaus apskr.,50,80-89%,31,32,2022-03-20
19496,305652963,"UAB ""Tsaar LT""",494100,Klaipėdos m. sav.,Klaipėdos apskr.,10,60-69%,17,18,2022-03-20
19497,305653937,"UAB ""Globalita projects""",412010,Klaipėdos m. sav.,Klaipėdos apskr.,15,80-89%,31,32,2022-03-20
19498,305654551,"UAB ""Insi pro""",432200,Kauno r. sav.,Kauno apskr.,10,90-100%,100,100,2022-03-20
19499,305655450,UAB IBM Lietuva Verslo Paslaugos,702200,Vilniaus m. sav.,Vilniaus apskr.,30,90-100%,40,42,2022-03-20
19500,305656641,"UAB ""Delta biosciences""",721100,Kauno m. sav.,Kauno apskr.,10,90-100%,100,100,2022-03-20
19501,305657202,LT Internet Ventures UAB,702200,Vilniaus m. sav.,Vilniaus apskr.,30,90-100%,100,100,2022-03-20
19502,305658215,"UAB ""Kelmės pienas""",105100,Kelmės r. sav.,Šiaulių apskr.,170,90-100%,92,94,2022-03-20
19503,305658343,"Aktyvus Photonics, UAB",721900,Kaišiadorių r. sav.,Kauno apskr.,10,90-100%,100,100,2022-03-20
19504,305658820,"Mažoji bendrija ""Dimosta""",412000,Vilniaus r. sav.,Vilniaus apskr.,15,60-69%,15,16,2022-03-20
19505,305659139,"UAB ""DEM Logistics""",494100,Alytaus m. sav.,Alytaus apskr.,15,80-89%,30,31,2022-03-20
19506,305659153,UAB Volinta Energy,351100,Vilniaus m. sav.,Vilniaus apskr.,15,90-100%,50,52,2022-03-20
19507,305659694,"UAB ""Biotecus""",721100,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
19508,305660344,"UAB ""Kalvasta Solutions""",412000,Vilniaus m. sav.,Vilniaus apskr.,25,90-100%,100,100,2022-03-20
19509,305661204,Reorg Lithuania UAB,469000,Vilniaus m. sav.,Vilniaus apskr.,20,90-100%,100,100,2022-03-20
19510,305661211,UAB Techjuda,494100,Vilniaus m. sav.,Vilniaus apskr.,10,80-89%,27,28,2022-03-20
19511,305661243,"Averum, UAB",782000,Klaipėdos m. sav.,Klaipėdos apskr.,45,80-89%,32,33,2022-03-20
19512,305661250,"UAB ""Distribera""",494100,Šiaulių m. sav.,Šiaulių apskr.,10,80-89%,27,28,2022-03-20
19513,305661371,"UAB ""Falko Group""",782000,Vilniaus m. sav.,Vilniaus apskr.,35,80-89%,31,32,2022-03-20
19514,305661706,UAB Romaton,301100,Klaipėdos m. sav.,Klaipėdos apskr.,20,90-100%,60,61,2022-03-20
19515,305661784,"UAB ""Destran""",256200,Klaipėdos m. sav.,Klaipėdos apskr.,10,20-29%,2,2,2022-03-20
19516,305661948,"UAB ""Ekoranta""",431100,Jonavos r. sav.,Kauno apskr.,10,70-79%,26,27,2022-03-20
19517,305662338,"UAB ""DW Baltics""",466300,Vilniaus r. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
19518,305662758,"UAB ""Df transport""",494100,Joniškio r. sav.,Šiaulių apskr.,10,80-89%,32,33,2022-03-20
19519,305663753,UAB Socialinių inovacijų ir mokslo centras,869000,Vilniaus m. sav.,Vilniaus apskr.,30,90-100%,100,,2022-03-20
19520,305663917,UAB Inter Krasta Luxury,642000,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,43,44,2022-03-20
19521,305664136,"UAB ""Ivit group""",812100,Klaipėdos m. sav.,Klaipėdos apskr.,20,80-89%,34,35,2022-03-20
19522,305664168,"Geresnė mokykla, UAB",853100,Vilniaus m. sav.,Vilniaus apskr.,15,90-100%,100,100,2022-03-20
19523,305664677,"UAB ""HEAT TRANSFERS COMPANY""",133000,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,49,50,2022-03-20
19524,305665195,"UAB ""SM Vilnius""",561000,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,40,42,2022-03-20
19525,305665284,UAB Medihub,869000,Kauno m. sav.,Kauno apskr.,15,90-100%,100,,2022-03-20
19526,305665302,"UAB ""Vintransus""",494100,Vilniaus m. sav.,Vilniaus apskr.,35,70-79%,24,24,2022-03-20
19527,305666817,"UAB ""Kuchmistrai""",561000,Šakių r. sav.,Marijampolės apskr.,15,90-100%,52,54,2022-03-20
19528,305667278,"UAB ""Besko LT""",453100,Kauno m. sav.,Kauno apskr.,55,90-100%,85,88,2022-03-20
19529,305667374,UAB KR36,561000,Panevėžio m. sav.,Panevėžio apskr.,10,90-100%,100,100,2022-03-20
19530,305667919,"UAB ""Roburas""",412020,Kauno m. sav.,Kauno apskr.,20,60-69%,19,20,2022-03-20
19531,305668095,"UAB ""Romasta Service""",452000,Kauno m. sav.,Kauno apskr.,25,80-89%,28,29,2022-03-20
19532,305668960,"Coherent Solutions, UAB",829100,Vilniaus m. sav.,Vilniaus apskr.,65,80-89%,37,38,2022-03-20
19533,305669044,"UAB ""Trustpack""",170000,Vilniaus m. sav.,Vilniaus apskr.,120,90-100%,100,100,2022-03-20
19534,305669489,"UAB ""Emploera""",782000,Vilniaus m. sav.,Vilniaus apskr.,70,90-100%,63,65,2022-03-20
19535,305669674,"UAB ""Gi BPO Lithuania""",702200,Kauno m. sav.,Kauno apskr.,10,90-100%,100,100,2022-03-20
19536,305669806,"VšĮ ""Minijos futbolo akademija""",855100,Kretingos r. sav.,Klaipėdos apskr.,10,90-100%,100,100,2022-03-20
19537,305669820,"UAB ""Ardk group""",412000,Pakruojo r. sav.,Šiaulių apskr.,15,80-89%,35,36,2022-03-20
19538,305670139,"UAB ""Digauta""",412000,Klaipėdos r. sav.,Klaipėdos apskr.,10,90-100%,40,42,2022-03-20
19539,305670192,"UAB ""Esa grupė""",561000,Kauno m. sav.,Kauno apskr.,40,90-100%,100,100,2022-03-20
19540,305670648,"UAB ""Conscanda""",432900,Vilniaus m. sav.,Vilniaus apskr.,10,50-59%,12,12,2022-03-20
19541,305671084,UAB Pod Furniture,310900,Klaipėdos m. sav.,Klaipėdos apskr.,35,90-100%,74,77,2022-03-20
19542,305671967,UAB Belka Games LT,620900,Vilniaus m. sav.,Vilniaus apskr.,20,70-79%,26,27,2022-03-20
19543,305672122,"UAB ""ALGA-STEEL""",251100,Marijampolės sav.,Marijampolės apskr.,25,90-100%,64,66,2022-03-20
19544,305672179,"UAB ""Rivolis""",782000,Klaipėdos m. sav.,Klaipėdos apskr.,15,90-100%,55,57,2022-03-20
19545,305672567,"UAB ""Force Group LT""",562100,Vilniaus m. sav.,Vilniaus apskr.,10,80-89%,30,32,2022-03-20
19546,305673256,"UAB ""Alyvuogės medis""",561000,Kauno m. sav.,Kauno apskr.,25,90-100%,67,69,2022-03-20
19547,305673306,Uždaroji akcinė bendrovė Brell,351100,Kauno m. sav.,Kauno apskr.,10,90-100%,40,42,2022-03-20
19548,305673847,UAB Timber system,412000,Alytaus m. sav.,Alytaus apskr.,10,50-59%,12,12,2022-03-20
19549,305674162,UAB Topcolor prekyba,475200,Vilniaus m. sav.,Vilniaus apskr.,15,90-100%,100,100,2022-03-20
19550,305674194,Telšių rajono savivaldybės Luokės kultūros centras,900100,Telšių r. sav.,Telšių apskr.,10,90-100%,100,100,2022-03-20
19551,305674931,Telšių rajono savivaldybės Varnių kultūros centras,900100,Telšių r. sav.,Telšių apskr.,10,90-100%,100,100,2022-03-20
19552,305674949,Lietuvos socialinių mokslų centras,722020,Vilniaus m. sav.,Vilniaus apskr.,135,90-100%,44,45,2022-03-20
19553,305674970,"VšĮ Šiaulių paliatyvios pagalbos ir slaugos centras ""Prasmė""",869000,Šiaulių m. sav.,Šiaulių apskr.,50,90-100%,100,,2022-03-20
19554,305675022,"MB ""Gipsita""",433900,Kauno r. sav.,Kauno apskr.,10,40-49%,6,7,2022-03-20
19555,305675983,"Marecon service group, UAB",331500,Vilniaus m. sav.,Vilniaus apskr.,10,50-59%,12,12,2022-03-20
19556,305677685,"UAB ""TS automoto""",479100,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
19557,305678545,"MB ""Strateginiai tyrimai ir konsultacijos""",702200,Klaipėdos m. sav.,Klaipėdos apskr.,15,90-100%,57,58,2022-03-20
19558,305679138,"UAB ""Ir group""",452000,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
19559,305679309,"UAB ""Vekrema""",452000,Kauno r. sav.,Kauno apskr.,20,80-89%,36,37,2022-03-20
19560,305680464,"VšĮ ""Nuoširdus rūpestis""",881000,Vilniaus m. sav.,Vilniaus apskr.,15,80-89%,36,37,2022-03-20
19561,305680877,"UAB ""Edukacinio turinio sprendimai""",464900,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
19562,305681865,"IĮ ""AMBER HOT TUB""",162900,Šiaulių r. sav.,Šiaulių apskr.,15,80-89%,36,37,2022-03-20
19563,305681872,Monostat UAB,412000,Vilniaus m. sav.,Vilniaus apskr.,55,40-49%,8,8,2022-03-20
19564,305682636,"UAB ""Kalvasta group""",702200,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
19565,305682757,"UAB ""PRODETA""",234100,Kauno m. sav.,Kauno apskr.,10,90-100%,40,42,2022-03-20
19566,305682878,"UAB ""Mastata""",412000,Šiaulių m. sav.,Šiaulių apskr.,10,90-100%,49,50,2022-03-20
19567,305683072,"Uždaroji akcinė bendrovė ""VMG Lignum Systems""",022000,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
19568,305683898,"Personal 24, UAB",781000,Klaipėdos m. sav.,Klaipėdos apskr.,20,60-69%,16,17,2022-03-20
19569,305684306,"Brasta Glass, UAB",231900,Kauno m. sav.,Kauno apskr.,85,90-100%,68,71,2022-03-20
19570,305684338,"UAB ""Miesto cirkas""",561000,Vilniaus m. sav.,Vilniaus apskr.,20,90-100%,44,46,2022-03-20
